StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE
23147,2733.35,262,171,10.049081
23396,2731.13,197,135,13.067608
23065,2727.27,101,82,26.737941
23164,2713.70,93,71,29.179570
47599B,2713.12,119,71,22.609333
22974,2711.54,205,127,12.553426
23489,2709.23,159,126,16.419576
23333,2706.70,234,180,10.826800
84832,2703.35,270,138,9.866241
21109,2696.91,113,55,22.855169
23264,2693.31,300,178,8.469528
21239,2691.19,308,142,8.598051
22963,2687.98,308,166,8.347764
22760,2687.31,81,51,31.247791
22702,2684.65,49,36,54.788776
23292,2678.33,223,114,11.644913
22925,2674.70,186,126,13.930729
72807C,2669.80,166,85,15.256000
21811,2668.68,249,120,10.224828
22433,2661.65,228,122,11.472629
22045,2652.34,209,149,12.511038
22930,2647.75,190,121,13.718912
35961,2640.01,245,118,10.517968
22241,2637.12,240,126,10.676599
22329,2635.49,239,105,10.845638
22792,2633.13,208,101,12.538714
22737,2629.80,260,149,9.776208
23009,2627.37,103,49,25.508447
22236,2627.37,89,67,26.539091
22582,2618.75,103,74,24.940476
23486,2617.38,75,65,32.717250
21012,2611.95,200,67,12.866749
22902,2599.68,137,72,18.569143
22564,2599.35,187,121,13.468135
22175,2594.23,172,86,14.824171
21500,2593.00,213,162,12.173709
22794,2592.99,183,115,13.940806
72351A,2590.42,165,79,15.148655
23341,2583.85,121,76,21.179098
84596B,2581.37,528,190,4.727784
22610,2578.24,216,124,11.826789
22805,2577.28,196,78,12.886400
22700,2576.78,54,42,44.427241
22278,2576.26,179,60,13.850860
22361,2563.23,271,93,9.187204
22130,2560.10,112,81,22.069828
23253,2557.44,71,45,35.520000
23407,2556.75,134,104,18.393885
22822,2541.96,159,122,15.788571
21078,2540.39,314,149,7.963605
22927,2536.52,152,95,16.053924
22937,2535.19,161,123,15.090417
22358,2533.52,256,88,9.669924
23681,2526.69,132,106,18.855896
20829,2519.79,195,91,12.231990
22660,2519.12,102,57,24.697255
22691,2518.41,121,66,20.474878
21556,2512.97,117,39,21.296356
22670,2511.75,302,142,8.208333
21107,2501.56,97,49,24.767921
85178,2500.98,141,78,17.013469
22064,2498.60,243,88,9.393233
23146,2491.03,228,152,9.730586
23424,2486.07,136,88,18.146496
23367,2485.35,283,185,8.570172
22672,2484.82,220,126,11.092946
22075,2483.54,201,97,12.056019
23054,2473.74,131,82,18.740455
21903,2467.03,181,114,13.407772
21452,2465.96,186,111,12.329800
84968A,2460.76,102,33,23.435810
22283,2450.91,156,83,15.512089
21730,2449.88,132,81,17.375035
23352,2447.95,213,152,11.333102
85062,2442.70,160,98,14.894512
23485,2437.56,84,71,25.391250
22807,2428.18,195,75,12.201910
22573,2427.25,221,128,10.884529
22374,2423.27,227,109,10.445129
21328,2418.68,346,136,6.851785
22504,2417.58,69,33,33.577500
22811,2416.34,109,39,21.966727
22437,2410.44,228,141,10.434805
23265,2404.79,294,181,7.538527
22743,2402.64,207,117,11.386919
22782,2400.75,74,65,32.442568
21875,2394.38,149,86,15.547922
84969,2381.02,213,49,11.126262
22440,2380.92,155,101,14.606871
20978,2380.05,264,134,8.815000
23498,2378.48,99,78,22.438491
20983,2376.51,269,186,8.280523
23028,2375.48,139,89,16.611748
22990,2374.88,165,118,13.267486
23437,2371.13,132,109,17.963106
22215,2367.37,102,73,22.984175
23400,2364.73,110,77,21.303874
22851,2364.39,351,199,6.513471
23316,2362.06,111,76,21.089821
23427,2357.64,116,88,19.812101
23406,2355.82,114,66,20.308793
22548,2351.44,211,150,10.886296
23436,2348.64,115,92,20.246897
21495,2345.50,166,102,14.129518
16156S,2331.00,168,136,13.875000
22939,2318.10,126,78,17.831538
23412,2316.60,80,65,28.600000
22425,2315.52,168,111,13.620706
23371,2313.53,185,99,12.049635
22483,2311.79,170,92,13.286149
21700,2304.34,202,59,11.295784
21982,2303.75,360,183,6.192876
37500,2302.55,114,54,19.849569
84950,2298.73,121,68,18.243889
84032B,2296.94,256,109,8.766947
23401,2296.60,84,60,26.704651
23360,2296.15,114,95,19.295378
22441,2295.01,220,131,10.065833
22736,2293.80,224,131,9.887069
23330,2291.97,217,159,9.879181
22185,2291.44,162,112,13.803855
23197,2287.55,250,117,8.832239
21896,2269.34,112,81,19.396068
85049G,2266.86,310,163,6.911159
23029,2257.72,158,98,13.683152
22933,2248.12,123,83,17.984960
23048,2248.02,100,82,20.252432
22030,2247.97,275,180,8.086223
84796B,2244.64,126,17,17.814603
21813,2243.30,113,39,19.506957
23326,2237.71,76,53,29.061169
20977,2237.39,188,112,11.532938
23093,2236.75,143,106,15.320205
21989,2235.65,335,131,6.536988
22914,2228.49,155,107,13.928063
23438,2227.42,109,89,20.066847
23128,2224.04,140,113,15.444722
85175,2223.66,150,86,14.439351
23501,2220.37,112,78,19.141121
22601,2218.98,202,122,10.668173
22478,2218.12,140,60,15.731348
21471,2213.09,164,79,13.173155
10135,2206.14,176,93,12.256333
21900,2197.82,374,168,5.783737
23403,2196.61,135,81,15.802950
22983,2192.84,444,224,4.905682
46000S,2192.40,194,129,11.185714
21794,2187.81,108,80,20.071651
85038,2179.66,142,71,14.628591
21592,2164.46,216,157,9.369957
22732,2162.75,188,103,11.382895
21878,2162.00,225,122,9.359307
23445,2161.24,102,82,20.781154
21249,2160.00,119,69,18.151261
23370,2156.60,152,87,13.563522
22377,2153.08,208,84,10.301818
23252,2152.86,139,105,14.546351
11001,2152.39,114,46,17.936583
72349B,2149.40,196,52,10.747000
23031,2149.00,156,94,12.945783
22704,2147.76,175,130,12.134237
23005,2147.13,244,106,8.554303
37448,2147.03,188,79,10.422476
82581,2144.73,406,173,5.218321
23302,2140.38,231,141,8.881245
40016,2136.34,100,55,21.363400
23161,2130.30,99,59,21.518182
23213,2124.67,153,96,13.532930
72802C,2120.92,112,65,17.973898
22121,2119.82,139,95,15.034184
22829,2118.55,112,81,18.422174
23079,2118.05,107,84,18.259052
21718,2113.39,230,107,9.109440
22571,2111.26,255,153,7.937068
22973,2109.61,145,82,13.970927
23046,2108.19,36,32,58.560833
20751,2106.62,200,128,9.321327
22357,2098.54,185,71,10.929896
21506,2095.97,324,172,6.409694
22733,2095.08,197,120,10.423284
23233,2095.00,159,130,13.093750
84356,2094.24,82,33,25.539512
21609,2089.64,78,60,26.120500
22996,2089.05,409,156,4.950355
21042,2088.13,132,73,14.915214
21980,2083.48,298,194,6.876172
23066,2083.08,87,70,23.943448
22107,2081.81,180,47,11.073457
22747,2074.55,228,124,8.903648
22831,2070.90,121,92,16.836585
22955,2070.15,135,92,14.786786
23152,2069.40,161,109,12.466265
22744,2067.94,173,124,11.617640
22574,2063.90,223,133,9.132301
23227,2062.56,118,62,17.332437
22498,2061.67,150,69,13.653444
22059,2058.48,174,86,10.721250
22128,2050.12,78,63,25.626500
22055,2048.74,221,104,8.755299
23291,2047.78,196,105,10.238900
23500,2044.58,98,77,19.108224
23490,2044.02,102,84,19.844854
47504K,2039.97,216,142,9.230633
22863,2038.28,112,78,17.724174
23251,2034.50,121,81,16.146825
37450,2030.19,135,48,13.444967
22167,2029.34,158,42,12.526790
22156,2026.62,257,107,7.342826
20674,2024.98,206,102,9.688900
22070,2021.61,117,65,16.435854
22115,2020.91,228,153,8.786565
23529,2011.99,37,27,54.378108
22080,2011.73,158,117,12.341902
23274,2005.00,120,86,15.912698
23268,2002.19,96,69,20.641134
21864,2001.79,185,66,10.647819
23289,1998.70,192,112,10.197449
22891,1997.68,169,71,10.514105
22602,1991.57,274,143,7.037350
23357,1984.73,102,80,18.902190
84596F,1984.64,448,167,4.277241
22593,1983.66,199,108,9.771724
22477,1979.15,128,65,15.342248
23068,1976.89,136,107,14.222230
22763,1975.74,109,77,17.640536
23145,1969.03,170,129,11.447849
22931,1968.40,129,96,14.912121
20992,1965.81,277,163,6.686429
21916,1963.83,360,157,5.351035
22859,1960.17,159,113,11.737545
51014A,1957.58,240,107,8.022869
15039,1957.39,146,59,13.136846
22897,1955.10,212,136,8.968349
23374,1949.71,132,109,14.550075
84880,1941.92,78,52,23.681951
22639,1937.71,148,102,12.748092
22412,1933.95,149,74,12.640196
21591,1933.64,148,116,12.085250
84031A,1932.15,166,36,11.500893
22101,1926.81,70,22,27.525857
21192,1924.94,90,33,20.478085
23235,1917.23,106,90,16.671565
20963,1913.67,229,84,8.213176
22291,1911.82,121,73,14.936094
22579,1907.29,343,228,5.372648
23315,1906.71,87,64,21.916207
22594,1904.92,197,94,9.620808
22183,1903.76,130,17,14.532519
37446,1897.39,184,95,9.210631
22199,1893.84,168,72,11.140235
85061W,1891.50,164,78,10.626404
22959,1888.42,146,134,12.759595
23358,1886.19,90,62,20.502065
22312,1885.59,132,63,13.565396
23434,1884.17,200,130,9.327574
20982,1881.52,257,159,7.073383
72807A,1877.89,117,54,15.267398
23491,1876.23,79,65,23.452875
21622,1875.36,107,79,16.450526
23359,1872.31,79,74,23.403875
22534,1870.28,262,174,7.004794
22935,1868.82,66,47,28.315455
70006,1865.63,120,73,15.167724
22186,1865.33,150,113,12.112532
23090,1863.39,151,97,12.021871
21988,1862.75,193,102,9.552564
23394,1860.90,150,91,12.005806
72807B,1851.12,118,57,15.173115
22858,1849.23,137,104,13.022746
23525,1845.07,54,39,33.546727
21068,1844.67,199,82,9.132030
21557,1843.61,162,27,11.310491
21534,1843.27,156,95,10.842765
22414,1842.81,99,38,18.428100
23378,1842.42,176,128,9.800106
16169E,1839.96,151,144,12.025882
23075,1839.95,81,62,20.673596
22928,1839.86,116,63,15.461008
22651,1837.47,170,74,10.808647
22712,1831.86,314,142,5.724563
21870,1828.96,165,98,10.695673
15060B,1828.67,137,69,13.347956
22452,1828.16,146,54,12.269530
22364,1827.72,169,70,9.826452
22788,1827.06,61,36,28.547813
21564,1823.57,124,64,14.472778
21034,1822.10,872,481,1.884281
22027,1821.87,363,181,4.937317
22223,1821.25,78,35,23.053797
15044D,1817.21,85,55,20.887471
22944,1813.49,113,52,15.499915
23228,1810.24,126,59,14.253858
23148,1809.67,248,144,6.854811
21713,1804.29,158,104,10.804132
23160,1801.98,77,51,22.809873
22198,1801.56,89,45,17.490874
22200,1794.48,141,52,12.637183
21245,1792.27,128,73,13.681450
85035C,1787.88,132,87,12.862446
21114,1787.34,139,106,12.412083
23155,1785.02,137,85,11.743553
21735,1784.22,85,62,18.394021
22562,1773.37,211,150,8.172212
84510A,1765.80,280,101,6.152613
23096,1759.79,146,90,11.890473
21832,1758.75,199,84,8.537621
22536,1757.39,157,110,10.848086
22314,1756.17,134,60,12.818759
22710,1753.42,105,80,16.541698
21584,1753.25,147,119,10.957813
23399,1752.35,225,147,7.301458
15058B,1746.21,99,33,17.462100
23101,1744.61,213,176,7.966256
22119,1743.06,107,83,15.290000
22428,1741.33,117,76,14.757034
23020,1738.26,78,68,20.942892
22932,1738.08,73,53,23.487568
21873,1737.98,117,63,14.129919
22588,1737.44,177,112,9.546374
22852,1736.63,126,84,13.674252
21899,1733.27,281,150,5.976793
23372,1732.79,148,77,11.251883
85034C,1732.00,159,110,9.954023
21329,1728.64,287,121,5.940344
20981,1726.12,250,158,6.742656
23122,1725.26,134,91,12.323286
85015,1719.84,143,104,11.860966
35004C,1717.50,42,29,35.051020
23244,1717.03,113,88,14.675470
22037,1715.48,354,174,4.778496
22816,1706.88,266,159,6.298450
22227,1706.77,290,84,5.632904
23214,1705.44,103,80,15.646239
22986,1701.60,156,125,10.907692
22934,1698.62,79,66,21.501519
21917,1698.57,226,133,7.385087
22544,1698.12,176,103,9.434000
37340,1694.69,137,60,12.192014
21544,1690.23,174,81,9.603580
21586,1688.70,70,57,23.784507
85040A,1687.85,186,89,8.439250
20961,1686.68,229,83,7.270172
21207,1686.50,132,75,12.585821
22789,1686.27,139,102,11.710208
51008,1683.65,24,17,70.152083
22674,1681.47,188,107,8.712280
21812,1680.48,101,37,16.158462
23317,1677.74,82,57,20.213735
47570B,1677.63,35,24,47.932286
23368,1677.60,233,135,6.960996
16161U,1677.00,135,105,12.422222
22419,1674.36,273,95,5.937447
22335,1672.79,225,89,7.118255
23366,1670.55,195,116,8.394724
22076,1669.53,225,97,7.354758
23505,1660.04,115,94,13.606885
21578,1660.01,132,69,12.388134
22479,1658.57,98,49,16.924184
21981,1652.63,272,144,5.966173
21111,1652.27,94,47,17.211146
23270,1650.67,128,97,12.227185
21577,1649.15,176,95,9.317232
21845,1645.45,83,64,18.081868
22913,1644.09,113,79,14.421842
22161,1642.60,341,119,4.525069
23273,1642.45,113,89,14.038034
85034B,1642.07,121,81,13.136560
22332,1640.05,149,93,10.649675
22375,1639.29,170,68,9.475665
22853,1636.46,117,77,13.986838
22154,1635.41,163,88,9.508198
23391,1632.32,87,59,18.340674
85132A,1631.49,120,39,13.372869
84968F,1631.16,67,26,24.345672
22445,1624.76,131,73,11.773623
22975,1623.38,187,111,8.589312
21706,1620.68,120,54,13.394050
22284,1620.17,132,80,11.740362
21056,1614.70,73,47,21.820270
23217,1613.82,97,65,16.301212
23280,1613.33,158,89,10.083313
22671,1608.90,145,77,11.019863
22292,1608.86,112,77,13.519832
21206,1607.62,110,57,14.353750
23181,1607.61,83,61,18.693140
35953,1604.92,132,82,11.800882
22473,1603.83,114,59,14.068684
22305,1602.03,52,36,30.808269
22095,1599.35,144,73,10.186943
21394,1595.19,135,89,11.559348
23348,1594.87,176,96,8.483351
22948,1594.79,138,70,10.848912
22799,1591.74,89,71,17.686000
23483,1590.32,74,58,19.879000
21967,1583.41,232,130,6.625146
23369,1581.06,126,81,12.256279
46000M,1581.00,144,93,10.903448
15058A,1578.57,92,42,16.616526
22475,1575.60,140,50,11.018182
21509,1572.28,274,143,5.738248
85206A,1572.23,116,100,13.212017
23287,1570.24,199,116,7.697255
22583,1567.85,112,74,13.633478
21055,1567.38,106,64,14.512778
22449,1567.20,145,66,10.661224
22676,1567.14,208,62,7.357465
22085,1566.99,97,63,15.989694
22208,1564.86,281,149,5.340819
21744,1563.55,128,67,11.845076
84971S,1560.85,173,70,8.868466
21913,1554.58,149,73,10.363867
22832,1547.41,77,66,19.103827
20665,1546.27,159,59,9.724969
22434,1545.06,125,95,11.885077
21626,1543.85,100,65,14.564623
21898,1541.11,28,7,55.039643
10133,1540.02,198,102,7.700100
23226,1536.67,99,57,15.366700
23524,1535.13,64,43,23.986406
22176,1533.93,118,63,12.573197
21200,1531.14,75,34,20.415200
22762,1528.47,113,75,12.844286
20985,1526.16,132,67,10.672448
22675,1525.16,165,95,8.867209
22494,1523.52,246,80,6.021818
22600,1521.13,194,123,7.605650
22318,1520.97,143,68,10.489448
85049C,1520.65,225,163,6.554526
22818,1520.16,245,152,6.105060
22731,1518.74,144,86,10.474069
84279P,1516.96,129,80,10.913381
84884A,1515.68,105,53,14.435048
22982,1515.02,213,121,7.046605
20668,1512.92,215,112,6.814955
84828,1511.36,183,83,7.996614
21069,1508.71,88,36,16.951798
22530,1507.64,234,144,6.308117
22905,1505.24,110,51,13.439643
23528,1504.49,50,31,30.089800
22472,1501.40,109,59,13.405357
22985,1500.44,99,78,15.155960
23271,1499.38,104,70,14.012897
23064,1498.50,25,21,44.073529
23094,1498.50,80,66,18.500000
84795b,1497.36,62,34,24.150968
22285,1494.90,120,75,12.055645
23334,1491.75,130,84,10.968750
23559,1488.65,124,70,11.721654
84580,1486.18,165,92,8.846310
22398,1484.51,249,168,5.753915
21327,1484.13,252,100,5.797383
22471,1482.15,106,54,13.851869
21619,1481.40,165,100,8.765680
21781,1478.52,104,53,13.201071
22282,1478.52,100,40,14.785200
22220,1477.82,87,67,15.393958
21447,1476.85,151,57,9.716118
22203,1475.63,147,76,9.970473
23267,1471.95,109,80,13.142411
23365,1464.38,169,108,8.367886
21829,1460.74,181,105,7.895892
22713,1459.20,218,110,6.514286
21470,1459.07,141,79,10.203287
23034,1457.37,89,58,15.670645
22696,1456.45,152,109,9.160063
85114C,1454.88,110,38,12.875044
15044A,1453.77,103,54,13.978558
22797,1452.57,94,64,14.102621
21620,1451.99,168,98,8.297086
21191,1451.82,95,39,15.282316
22474,1451.57,135,72,10.752370
21352,1450.51,79,37,18.131375
22664,1447.65,163,63,8.773636
37342,1443.33,112,51,12.550696
21872,1442.26,143,83,9.679597
84968D,1440.47,59,28,24.414746
37495,1438.49,93,76,13.831635
23392,1435.51,114,71,12.063109
23086,1435.18,48,32,29.289388
21528,1430.92,112,63,11.539677
21705,1430.57,142,90,9.798425
21792,1429.59,78,59,18.096076
23073,1428.57,62,50,22.675714
85054,1428.13,118,67,11.610813
22458,1421.83,24,13,59.242917
21407,1416.86,140,80,10.120429
22182,1415.63,123,31,11.235159
21507,1415.20,263,140,5.340377
22949,1414.65,106,83,13.098611
22531,1413.25,200,128,6.961823
82567,1412.27,292,87,4.803639
22714,1410.69,226,126,6.241991
22576,1410.21,175,103,7.834500
84031B,1409.41,144,31,9.523041
84536A,1407.52,346,141,4.021486
23527,1406.06,49,41,27.569804
22306,1399.87,112,86,11.763613
22436,1399.16,164,106,8.230353
C2,1398.60,143,30,9.712500
23250,1389.23,111,65,11.773136
22735,1387.46,136,74,9.840142
21424,1386.27,72,22,18.240395
23040,1384.19,41,34,32.190465
22047,1384.00,107,94,12.697248
21382,1383.08,129,65,10.477879
23376,1380.23,156,105,8.572857
23119,1380.00,152,98,8.961039
21071,1378.92,180,73,7.535082
72802A,1376.07,69,45,18.595541
23546,1375.50,120,106,11.367769
22677,1375.32,194,60,7.016939
22609,1374.94,156,90,8.647421
21519,1374.10,248,101,5.496400
22976,1374.01,144,78,9.099404
22063,1370.40,121,57,10.303759
85227,1368.75,223,116,5.775316
22915,1368.62,186,111,7.203263
22304,1368.18,61,39,22.067419
22716,1365.95,288,168,4.726471
23470,1365.10,85,71,14.838043
15058C,1363.88,73,27,18.683288
84818,1360.15,101,80,12.593981
23249,1358.19,82,58,15.260562
22591,1353.36,88,56,14.552258
21123,1353.34,155,67,8.458375
23000,1352.74,279,127,4.746456
22754,1352.17,266,121,5.008037
23061,1351.43,118,77,11.168843
21615,1349.17,136,87,9.636929
22421,1346.68,214,81,6.205899
84968e,1344.58,53,16,25.369434
22911,1343.34,95,69,13.569091
22293,1341.67,122,64,10.400543
23469,1338.64,73,62,18.089730
21987,1338.20,172,107,7.517978
22917,1336.97,241,133,5.369357
51014C,1335.58,176,72,7.298251
21439,1334.67,131,52,10.111136
72802B,1331.24,86,56,14.629011
22650,1329.40,145,79,8.982432
23538,1328.82,32,26,40.267273
23414,1328.15,65,59,20.433077
22742,1327.31,102,79,12.641048
21246,1325.28,99,34,13.252800
85183B,1323.37,118,85,11.120756
21039,1323.09,91,58,14.381413
21818,1322.50,164,118,7.306630
22299,1321.97,81,40,15.927349
22443,1318.29,92,61,14.024362
22399,1317.08,99,72,13.040396
23221,1315.73,146,86,8.543701
22920,1314.89,243,134,5.259560
21363,1314.81,127,69,9.597153
23373,1313.39,100,87,13.133900
90057,1311.36,23,22,57.015652
21179,1310.75,269,123,4.731949
22830,1308.69,8,6,163.586250
21195,1308.56,82,22,15.765783
22916,1308.36,238,131,5.318537
22912,1307.43,101,75,12.693495
22028,1304.14,265,125,4.884419
23405,1302.83,71,55,17.605811
22073,1298.64,71,39,17.087368
21793,1296.61,75,58,17.060658
22310,1296.23,109,30,11.677748
21064,1296.15,101,41,12.113551
21866,1296.13,193,80,6.579340
85199S,1295.17,262,102,4.709709
21422,1291.60,65,34,19.569697
37447,1289.39,116,52,10.656116
21616,1288.34,138,85,9.072817
21624,1286.88,96,74,12.868800
21408,1286.71,118,51,10.633967
22372,1285.24,151,82,8.455526
22999,1279.05,223,109,5.513147
22686,1278.38,166,41,7.654970
47480,1277.47,86,30,14.516705
21901,1274.64,310,144,3.983250
21211,1271.52,103,59,12.109714
22918,1270.80,239,131,5.144939
21897,1268.19,5,2,253.638000
21820,1267.22,92,50,12.800202
85114A,1266.91,71,21,17.843803
22509,1265.53,87,72,14.061444
21902,1264.97,211,115,5.802615
21090,1264.19,219,99,5.643705
22572,1255.72,180,115,6.715080
22439,1252.92,198,117,6.052754
22977,1252.61,136,99,9.076884
85059,1250.61,129,63,9.546641
23067,1249.11,78,64,14.695412
22166,1247.69,88,14,14.018989
23511,1245.77,99,84,12.213431
47503A,1239.12,167,124,7.080686
22362,1232.09,138,63,8.556181
22922,1231.71,104,74,11.404722
22129,1231.52,100,34,12.193267
85132B,1230.78,85,45,14.479765
22603,1226.03,172,113,6.849330
22338,1222.40,181,95,6.467725
22074,1221.52,200,62,6.047129
22315,1221.43,172,91,6.979600
23138,1221.36,83,61,13.879091
22597,1218.88,187,96,6.315440
23598,1218.48,47,41,25.385000
82599,1217.73,144,68,8.340616
71038,1217.70,50,35,22.975472
22919,1216.66,241,133,4.905887
22613,1214.11,146,83,8.203446
72800E,1213.29,136,63,8.544296
23539,1213.13,41,33,28.884048
22589,1212.82,79,47,14.973086
82578,1212.35,306,143,3.910806
22575,1210.37,92,63,12.740737
22071,1207.55,87,66,12.846277
21262,1206.19,79,44,14.532410
72817,1202.27,166,75,7.156369
22416,1202.12,77,56,15.611948
21986,1197.73,189,119,6.270838
22711,1192.34,104,90,11.248491
22755,1190.51,251,111,4.650430
22526,1188.81,82,58,13.986000
22453,1188.74,80,39,14.322169
21070,1186.23,107,52,10.882844
21537,1183.46,63,53,16.906571
84012,1181.99,116,79,10.102479
35924,1181.79,73,26,14.959367
23104,1178.82,46,39,25.626522
22081,1176.50,139,75,8.343972
22921,1176.32,210,117,5.445926
85039B,1174.63,172,39,6.789769
23026,1171.92,63,44,17.491343
84813,1171.45,39,21,30.037179
21742,1168.33,91,76,12.429043
23418,1168.08,79,56,14.601000
22757,1167.74,164,82,7.077212
21065,1167.08,90,32,12.415745
20984,1166.94,174,136,6.376721
23515,1164.98,71,59,16.180278
23508,1164.29,121,96,8.754060
23269,1163.13,95,64,11.868673
22334,1160.71,101,78,11.379510
84313C,1158.92,46,18,25.193913
23431,1158.90,73,64,14.486250
23507,1156.51,119,92,8.965194
23566,1154.43,84,45,13.581529
21773,1154.17,163,51,7.037622
23523,1151.31,42,36,27.412143
21774,1151.15,187,40,6.123138
23402,1151.03,68,48,16.681594
22708,1149.50,101,80,11.381188
21846,1147.57,104,13,11.034327
85106,1147.41,23,10,47.808750
22497,1145.15,101,51,11.226961
23057,1144.97,47,39,20.817636
85039A,1144.08,192,27,5.897320
21043,1143.76,92,53,12.298495
23142,1143.45,41,35,27.225000
21693,1143.31,51,41,21.571887
20956,1142.77,105,52,10.581204
21947,1142.15,152,63,7.183333
22376,1141.70,123,67,9.061111
23506,1139.20,146,115,7.302564
22678,1139.06,168,60,6.700353
21395,1137.50,92,64,11.973684
22581,1137.28,178,85,6.147459
84912B,1136.60,162,33,6.888485
22446,1135.18,133,26,8.346912
20801,1133.80,83,48,13.338824
22539,1130.58,136,75,8.018298
22442,1130.31,79,70,13.297765
47585A,1129.26,83,24,13.605542
85087,1127.04,127,8,8.874331
22815,1123.88,268,80,4.177993
22680,1122.79,160,62,6.846280
22608,1120.15,145,64,7.672260
21809,1119.56,120,73,8.885397
23510,1119.22,120,91,8.882698
21466,1116.89,112,72,9.972232
22817,1114.81,290,80,3.844172
22155,1114.29,144,68,7.282941
22758,1112.75,178,86,6.147790
23375,1108.07,104,86,10.553048
23225,1107.28,89,47,11.906237
21830,1107.07,107,64,9.884554
23411,1106.46,57,43,19.076897
22984,1106.17,163,92,6.704061
22153,1104.85,132,63,7.835816
22819,1104.81,270,95,4.091889
23513,1101.78,71,60,15.518028
21688,1101.28,58,37,18.987586
22461,1100.84,55,38,16.430448
21984,1099.55,213,125,5.020776
22094,1098.23,201,120,5.131916
22168,1094.80,81,72,12.301124
22309,1093.60,121,49,8.891057
47580,1091.22,111,56,9.572105
22320,1087.16,74,57,14.118961
23432,1086.82,74,66,14.300263
23102,1086.65,157,129,6.707716
22997,1083.17,223,102,4.609234
85127,1081.07,54,18,19.655818
84459B,1079.67,94,55,11.364947
23041,1078.88,55,47,19.616000
21469,1077.82,90,58,11.844176
22611,1076.67,46,37,22.907872
22325,1073.35,94,53,10.733500
23087,1071.91,70,44,15.313000
22342,1071.38,129,50,8.241385
22123,1069.17,122,60,8.622339
21824,1068.01,119,64,8.683008
22444,1067.87,63,32,16.179848
21819,1067.82,125,96,7.851618
23033,1067.60,74,43,14.234667
85035B,1066.82,72,39,14.613973
22245,1066.60,101,45,10.255769
21991,1065.82,212,81,5.003850
22286,1065.39,116,65,8.952857
21224,1065.00,166,59,6.301775
23433,1063.97,90,77,11.564891
23516,1062.35,42,40,23.607778
23331,1062.28,109,68,9.318246
22438,1058.69,98,67,10.179712
21391,1058.14,109,70,9.201217
22190,1057.71,116,39,9.040256
21949,1054.44,144,47,7.272000
22211,1054.44,197,102,5.194286
16016,1053.45,65,41,16.206923
23113,1052.64,59,40,16.447500
M,1051.88,296,277,1.838951
22152,1051.82,107,71,9.308142
22066,1049.10,136,101,7.185616
22363,1048.25,85,47,11.519231
85159B,1047.96,60,45,14.555000
35648,1047.57,131,41,7.702721
23327,1046.42,42,34,23.782273
23056,1045.45,41,34,20.499020
85116,1043.88,90,31,11.346522
23419,1043.72,87,57,11.860455
21508,1041.94,214,109,4.846233
22995,1041.42,267,91,3.814725
79302M,1037.54,63,27,16.211563
16237,1035.96,291,110,3.476376
23347,1034.80,98,52,10.245545
22785,1033.75,74,49,13.969595
23088,1033.28,79,53,13.079494
22060,1031.75,37,33,22.927778
20967,1031.69,85,64,11.996395
21803,1031.56,200,47,5.106733
18097C,1029.41,70,44,13.725467
22024,1028.77,215,91,4.740876
21679,1028.58,138,68,7.453478
84944,1026.21,90,63,11.034516
23545,1025.60,84,77,12.065882
84558A,1025.57,86,50,11.395222
22091,1024.47,168,98,5.921792
22163,1023.03,124,42,8.055354
20966,1022.80,101,29,10.126733
21188,1021.90,50,28,20.037255
22402,1020.58,152,108,6.459367
23452,1019.81,88,70,11.588750
85114B,1019.70,92,37,10.964516
21361,1018.98,72,44,13.958630
22459,1018.19,28,13,36.363929
15044C,1017.89,89,44,11.185604
21464,1017.00,106,58,9.330275
20931,1015.85,69,36,14.307746
85180A,1014.76,64,33,15.611692
22221,1014.43,52,39,19.140189
21788,1014.14,86,62,11.144396
51014L,1013.46,150,73,6.623922
21617,1013.01,102,63,9.556698
22679,1011.78,160,55,6.284348
22614,1010.47,220,134,4.431886
21354,1010.21,95,56,10.414536
23107,1009.51,73,61,13.828904
21288,1009.06,112,34,8.851404
22860,1007.87,108,84,8.919204
23544,1007.53,21,17,47.977619
22923,1005.94,83,66,11.302697
22279,1005.90,129,45,7.506716
23153,1005.69,91,68,11.051538
22673,1004.83,132,86,7.443185
23121,1002.54,111,82,8.354500
22695,1001.49,123,83,8.011920
23281,1000.82,101,57,9.623269
21355,998.83,122,96,7.742868
21467,996.89,105,59,9.404623
22069,996.80,146,27,6.735135
23517,996.38,63,51,15.815556
10125,994.84,91,50,10.583404
21821,992.05,63,36,15.500781
21648,991.54,68,28,14.164857
23533,986.29,36,28,27.396944
22808,985.77,76,52,12.970658
85232D,982.08,73,46,13.271351
35471D,982.07,224,116,4.161314
21948,979.48,153,38,6.278718
23512,977.32,57,47,16.850345
20886,976.48,106,57,9.041481
72816,976.27,72,27,13.373562
22857,975.13,62,57,15.002000
22098,973.08,173,99,5.231613
84459A,970.27,92,51,9.900714
22500,970.07,96,79,9.604653
23380,969.46,122,87,7.755680
23518,965.96,45,41,20.999130
21389,965.93,129,82,7.050584
84509G,965.41,68,43,14.197206
23514,964.91,75,58,12.865467
20802,964.40,64,41,14.836923
22540,960.44,92,52,10.327312
22210,959.70,187,118,4.921538
47504H,959.38,119,70,8.062017
20846,958.57,88,51,10.650778
22209,958.41,174,101,5.354246
22681,958.34,132,46,6.995182
