,StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,pkm$cluster,,,Cluster,Items,Total Revenue,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,,
436,22088,5511.85,241,116,22.497347,2,,,,,,,,,,
437,22837,5504.93,185,109,28.23041,2,,,,,,,,,,
438,23583,5497.33,326,234,16.216313,3,,,,,,,,,,
439,23531,5497.01,112,78,48.219386,2,,,,,,,,,,
440,23052,5489.57,279,148,19.675878,3,,,,,,,,,,
441,23177,5483.04,268,175,19.723165,3,,,,,,,,,,
442,22904,5473.16,272,163,19.617061,3,,,,,,,,,,
443,22366,5470.93,224,105,24.207655,2,,,,,,,,,,
444,22297,5468.66,378,158,14.058252,3,,,,,,,,,,
445,23126,5456.79,292,199,17.949967,3,,,,,,,,,,
446,22964,5451.69,379,219,13.942941,3,,,,,,,,,,
447,22365,5447.06,183,84,29.603587,2,,,,,,,,,,
448,22418,5439.25,319,180,16.633792,3,,,,,,,,,,
449,22798,5431.5,268,127,19.057895,5,,,,,,,,,,
450,22429,5409.43,377,228,13.422903,3,,,,,,,,,,
451,23135,5408.77,48,32,112.682708,1,,,,,,,,,,
452,23158,5393.19,256,97,20.743038,2,,,,,,,,,,
453,23133,5364.43,156,95,34.387372,2,,,,,,,,,,
454,22349,5340.27,132,87,39.557556,2,,,,,,,,,,
455,22464,5332.52,353,194,14.373369,3,,,,,,,,,,
456,21172,5327.03,471,237,11.00626,3,,,,,,,,,,
457,22296,5272.47,319,190,15.833243,3,,,,,,,,,,
458,22998,5240.56,535,219,9.408546,3,,,,,,,,,,
459,22772,5207.95,255,86,19.727083,2,,,,,,,,,,
460,22485,5194.8,209,143,24.503774,2,,,,,,,,,,
461,22898,5174.32,365,202,13.909462,3,,,,,,,,,,
462,23132,5161.52,153,116,32.667848,2,,,,,,,,,,
463,22796,5152.38,234,147,19.970465,3,,,,,,,,,,
464,21164,5144.18,283,167,17.923972,3,,,,,,,,,,
465,23162,5143.69,176,97,29.225511,2,,,,,,,,,,
466,22665,5132.93,363,164,13.798199,3,,,,,,,,,,
467,23263,5125.94,446,270,10.418577,3,,,,,,,,,,
468,22623,5118.89,237,167,21.065391,3,,,,,,,,,,
469,21844,5112.04,157,101,30.248757,2,,,,,,,,,,
470,22302,5106.24,213,135,23.53106,2,,,,,,,,,,
471,22845,5076.11,317,156,15.523272,3,,,,,,,,,,
472,23295,5067.64,445,251,11.016609,3,,,,,,,,,,
473,21098,5051.85,253,116,18.370364,5,,,,,,,,,,
474,23234,5042.21,279,202,17.630105,3,,,,,,,,,,
475,22371,5035.79,396,146,12.193196,3,,,,,,,,,,
476,21428,5031.63,263,118,18.704944,5,,,,,,,,,,
477,21756,5023.98,271,169,17.628,3,,,,,,,,,,
478,21907,5004.08,369,209,13.415764,3,,,,,,,,,,
479,22271,4998.5,303,182,16.072347,3,,,,,,,,,,
480,23310,4997.28,245,147,20.314146,3,,,,,,,,,,
481,23165,4993.16,281,168,16.424868,3,,,,,,,,,,
482,23198,4975.6,476,260,9.891849,3,,,,,,,,,,
483,22301,4972.43,256,124,18.416407,5,,,,,,,,,,
484,22957,4951.6,215,180,22.204484,3,,,,,,,,,,
485,21932,4946.63,447,219,10.824136,3,,,,,,,,,,
486,23570,4944.37,276,204,16.874983,3,,,,,,,,,,
487,22120,4943.55,189,122,25.614249,2,,,,,,,,,,
488,22780,4938.09,133,83,34.775282,2,,,,,,,,,,
489,84212,4934.87,111,73,44.458288,2,,,,,,,,,,
490,22142,4934.59,380,260,12.556209,3,,,,,,,,,,
491,21933,4929.58,411,199,11.599012,3,,,,,,,,,,
492,23007,4925.07,185,111,26.197181,2,,,,,,,,,,
493,22110,4908.33,280,117,16.925276,5,,,,,,,,,,
494,22748,4861.93,437,234,10.780333,3,,,,,,,,,,
495,21086,4861.9,428,168,11.074943,3,,,,,,,,,,
496,23503,4861.8,336,285,14.010951,3,,,,,,,,,,
497,21937,4854.6,255,147,18.529008,3,,,,,,,,,,
498,21033,4852.02,307,76,15.753312,5,,,,,,,,,,
499,21390,4848.13,213,121,21.838423,2,,,,,,,,,,
500,21124,4806.8,241,182,19.304418,3,,,,,,,,,,
501,22549,4799.83,356,196,13.222672,3,,,,,,,,,,
502,23351,4775.77,355,243,13.120247,3,,,,,,,,,,
503,21876,4775.61,334,142,13.842348,3,,,,,,,,,,
504,23389,4772.24,238,160,19.478531,3,,,,,,,,,,
505,20677,4743.59,334,134,13.951735,3,,,,,,,,,,
506,84050,4739.08,259,141,17.749363,5,,,,,,,,,,
507,22243,4735.14,132,72,34.563066,2,,,,,,,,,,
508,23569,4731.21,193,153,23.306453,2,,,,,,,,,,
509,23157,4726.1,166,112,27.161494,2,,,,,,,,,,
510,23159,4719.76,225,122,20.169915,2,,,,,,,,,,
511,21258,4711.37,168,64,25.466865,2,,,,,,,,,,
512,23286,4705.97,223,127,20.915422,2,,,,,,,,,,
513,22645,4697.28,353,162,12.940165,3,,,,,,,,,,
514,23241,4694.51,364,184,12.38657,3,,,,,,,,,,
515,22636,4689.48,199,142,22.016338,2,,,,,,,,,,
516,23494,4688.96,206,146,21.410776,2,,,,,,,,,,
517,22082,4683.33,410,251,10.916853,3,,,,,,,,,,
518,82552,4680.63,364,185,12.616253,3,,,,,,,,,,
519,37449,4658.06,155,110,25.878111,2,,,,,,,,,,
520,22745,4651.29,424,217,10.668096,3,,,,,,,,,,
521,21539,4649.44,242,125,17.813946,5,,,,,,,,,,
522,85049A,4645.2,360,205,12.622826,3,,,,,,,,,,
523,22721,4641.68,297,184,15.472267,3,,,,,,,,,,
524,22813,4640.78,218,117,21.287982,2,,,,,,,,,,
525,47599A,4636.9,166,103,27.600595,2,,,,,,,,,,
526,22295,4623.87,251,157,17.715977,3,,,,,,,,,,
527,23184,4620.95,265,130,17.11463,5,,,,,,,,,,
528,15056P,4613.07,171,90,26.210625,2,,,,,,,,,,
529,23176,4596.33,227,160,19.231506,3,,,,,,,,,,
530,22775,4586.87,239,81,17.847743,5,,,,,,,,,,
531,23285,4570.71,192,109,23.682435,2,,,,,,,,,,
532,23397,4559.39,219,140,20.445695,2,,,,,,,,,,
533,21833,4543.73,170,88,26.417035,2,,,,,,,,,,
534,22417,4541.24,521,271,8.488299,3,,,,,,,,,,
535,82551,4537.69,353,157,12.710616,3,,,,,,,,,,
536,20979,4529.98,326,166,13.130377,3,,,,,,,,,,
537,22628,4521.01,191,86,22.270985,2,,,,,,,,,,
538,23168,4494.31,338,141,12.449612,3,,,,,,,,,,
539,23309,4478.8,408,179,10.296092,3,,,,,,,,,,
540,21934,4463.78,412,86,10.808184,5,,,,,,,,,,
541,23275,4462.56,326,172,12.934957,3,,,,,,,,,,
542,22089,4460.38,273,143,16.160797,3,,,,,,,,,,
543,22783,4460.13,34,30,131.180294,1,,,,,,,,,,
544,23530,4453.17,87,61,50.604205,2,,,,,,,,,,
545,84987,4452.32,335,204,13.133687,3,,,,,,,,,,
546,23288,4429.06,187,108,23.188796,2,,,,,,,,,,
547,22781,4417.29,233,122,17.956463,5,,,,,,,,,,
548,23163,4400.82,210,96,20.856967,2,,,,,,,,,,
549,23404,4384.61,171,105,23.829402,2,,,,,,,,,,
550,23556,4375.62,54,47,76.765263,1,,,,,,,,,,
551,22938,4371.63,187,161,22.768906,2,,,,,,,,,,
552,22689,4371.57,150,96,28.760329,2,,,,,,,,,,
553,22946,4361.65,139,67,29.671088,2,,,,,,,,,,
554,16014,4335.76,54,34,80.291852,1,,,,,,,,,,
555,22839,4325.27,202,109,20.211542,2,,,,,,,,,,
556,23349,4325.1,338,215,12.357429,3,,,,,,,,,,
557,22899,4318.03,315,192,13.493844,3,,,,,,,,,,
558,84692,4316.46,588,210,7.158308,3,,,,,,,,,,
559,20975,4309.82,367,232,11.40164,3,,,,,,,,,,
560,21892,4305.91,413,236,10.155448,3,,,,,,,,,,
561,21498,4301.42,337,239,12.688555,3,,,,,,,,,,
562,22327,4292.45,290,107,14.027614,5,,,,,,,,,,
563,23008,4275.72,134,100,30.760576,2,,,,,,,,,,
564,22723,4274.67,296,171,14.015311,3,,,,,,,,,,
565,22626,4236.23,204,135,20.172524,2,,,,,,,,,,
566,23554,4235.76,57,50,71.792542,1,,,,,,,,,,
567,23555,4235.76,50,46,78.44,1,,,,,,,,,,
568,20970,4224.63,263,142,15.882068,5,,,,,,,,,,
569,23166,4221.28,248,139,16.235692,5,,,,,,,,,,
570,22661,4221.16,416,173,9.932141,3,,,,,,,,,,
571,23237,4209.19,178,132,22.389309,2,,,,,,,,,,
572,23089,4192.08,226,102,17.763051,5,,,,,,,,,,
573,23012,4177.36,247,152,16.317813,5,,,,,,,,,,
574,23558,4175.82,52,44,75.924,1,,,,,,,,,,
575,22550,4164.89,221,137,18.760766,5,,,,,,,,,,
576,20974,4164.08,356,196,11.25427,3,,,,,,,,,,
577,23144,4161.31,275,181,14.968741,3,,,,,,,,,,
578,84509A,4159.37,299,104,13.818505,5,,,,,,,,,,
579,22694,4150.92,406,230,9.90673,3,,,,,,,,,,
580,22801,4144.25,221,125,17.486287,5,,,,,,,,,,
581,85049E,4133.07,452,249,8.888323,3,,,,,,,,,,
582,20682,4125.83,241,141,16.636411,5,,,,,,,,,,
583,21874,4122.22,296,113,13.559934,5,,,,,,,,,,
584,23306,4113.23,282,183,14.432386,3,,,,,,,,,,
585,23050,4112.3,206,117,19.962621,2,,,,,,,,,,
586,22596,4112.2,263,198,15.008029,3,,,,,,,,,,
587,23167,4110.82,232,130,16.642996,5,,,,,,,,,,
588,22489,4072.13,444,233,9.049178,3,,,,,,,,,,
589,23255,4064.02,159,117,25.086543,2,,,,,,,,,,
590,21906,4055.92,174,72,22.532889,2,,,,,,,,,,
591,23340,4053.88,151,113,26.495948,2,,,,,,,,,,
592,23193,4052.28,176,110,21.669947,2,,,,,,,,,,
593,21116,4051.79,259,82,15.583808,5,,,,,,,,,,
594,23314,4035.96,118,88,33.355041,2,,,,,,,,,,
595,21704,4035.42,249,138,16.013571,5,,,,,,,,,,
596,22896,4017.86,289,145,13.619864,5,,,,,,,,,,
597,22219,4015.88,546,191,7.158431,3,,,,,,,,,,
598,72351B,4005.75,187,89,20.863281,2,,,,,,,,,,
599,23194,4003.12,215,143,17.480873,5,,,,,,,,,,
600,23129,3995.35,173,139,23.094509,2,,,,,,,,,,
601,22577,3992.89,540,345,7.155717,3,,,,,,,,,,
602,22431,3987.01,337,160,11.623936,3,,,,,,,,,,
603,20675,3969.37,323,151,12.138746,3,,,,,,,,,,
604,22274,3953.48,268,169,14.324203,3,,,,,,,,,,
605,23130,3951.63,185,140,21.245323,2,,,,,,,,,,
606,22131,3950.24,292,116,13.037096,5,,,,,,,,,,
607,22951,3944.55,438,238,8.612555,3,,,,,,,,,,
608,23112,3936.77,242,135,15.08341,5,,,,,,,,,,
609,22841,3918.35,215,158,17.492634,5,,,,,,,,,,
610,22649,3912.96,204,88,17.01287,5,,,,,,,,,,
611,72760B,3902.26,154,106,25.014487,2,,,,,,,,,,
612,21041,3900.78,256,101,14.664586,5,,,,,,,,,,
613,22148,3899.9,187,149,20.102577,2,,,,,,,,,,
614,22117,3896.45,96,59,40.588021,2,,,,,,,,,,
615,22061,3895.36,147,88,24.045432,2,,,,,,,,,,
616,21716,3893.32,245,113,15.762429,5,,,,,,,,,,
617,23552,3883.99,116,94,31.3225,2,,,,,,,,,,
618,22222,3879.84,222,105,17.476757,5,,,,,,,,,,
619,84792,3864.28,242,127,15.581774,5,,,,,,,,,,
620,21749,3860.29,141,81,26.995035,2,,,,,,,,,,
621,23081,3831,140,81,26.79021,2,,,,,,,,,,
622,22350,3819.57,124,64,30.55656,2,,,,,,,,,,
623,23131,3815.23,119,92,31.272377,2,,,,,,,,,,
624,21243,3813.64,211,104,17.988868,5,,,,,,,,,,
625,23032,3800.88,201,118,17.355616,5,,,,,,,,,,
626,84078A,3796.2,156,80,23.289571,2,,,,,,,,,,
627,22980,3790.91,292,199,12.511254,3,,,,,,,,,,
628,23110,3771.57,256,159,13.233579,5,,,,,,,,,,
629,22578,3765.19,514,335,7.024608,3,,,,,,,,,,
630,22942,3764.39,153,117,22.677048,2,,,,,,,,,,
631,21244,3763.97,199,109,18.633515,5,,,,,,,,,,
632,23299,3754.13,147,111,25.027533,2,,,,,,,,,,
633,23049,3752.57,187,104,19.960479,2,,,,,,,,,,
634,21746,3748.18,227,123,16.225887,5,,,,,,,,,,
635,22809,3738.8,205,143,17.553052,5,,,,,,,,,,
636,21110,3726.95,136,63,27.006884,2,,,,,,,,,,
637,22195,3723.96,374,149,9.748586,3,,,,,,,,,,
638,22956,3709.38,199,146,17.74823,5,,,,,,,,,,
639,23182,3706.47,434,141,8.200155,3,,,,,,,,,,
640,22854,3682.12,163,124,22.048623,2,,,,,,,,,,
641,21890,3671.06,233,144,15.045328,5,,,,,,,,,,
642,23127,3665.76,195,147,18.3288,5,,,,,,,,,,
643,22738,3665.57,276,148,12.952544,5,,,,,,,,,,
644,22212,3663.14,400,147,8.763493,3,,,,,,,,,,
645,21531,3655.92,248,144,13.848182,5,,,,,,,,,,
646,23013,3654.41,224,136,16.028114,5,,,,,,,,,,
647,23191,3651.99,282,183,12.379627,3,,,,,,,,,,
648,23092,3649.43,136,97,25.168483,2,,,,,,,,,,
649,22378,3646.97,294,70,12.320845,5,,,,,,,,,,
650,22842,3645.7,164,121,20.597175,2,,,,,,,,,,
651,23497,3642.97,196,151,17.945665,5,,,,,,,,,,
652,23091,3631.92,212,161,16.286637,5,,,,,,,,,,
653,23294,3620.26,355,215,9.811003,3,,,,,,,,,,
654,23542,3612.02,90,56,39.261087,2,,,,,,,,,,
655,85053,3609.13,318,159,10.491657,3,,,,,,,,,,
656,22053,3605.17,29,24,124.316207,1,,,,,,,,,,
657,21658,3597.05,215,84,14.863843,5,,,,,,,,,,
658,22493,3593.49,221,126,15.760921,5,,,,,,,,,,
659,21260,3582.48,167,105,21.073412,2,,,,,,,,,,
660,85132C,3577.44,216,97,16.261091,5,,,,,,,,,,
661,21494,3576.33,314,80,11.106615,5,,,,,,,,,,
662,22348,3574.79,359,145,9.820852,3,,,,,,,,,,
663,22908,3571.28,376,213,9.180668,3,,,,,,,,,,
664,22812,3569.3,191,99,17.936181,5,,,,,,,,,,
665,22739,3568.52,319,169,10.912905,3,,,,,,,,,,
666,23332,3567.46,288,208,11.812781,3,,,,,,,,,,
667,20717,3536.98,413,151,8.421381,3,,,,,,,,,,
668,21992,3529.12,437,161,7.773392,3,,,,,,,,,,
669,22800,3526.99,204,110,16.79519,5,,,,,,,,,,
670,21715,3507.17,231,117,15.117112,5,,,,,,,,,,
671,23189,3504.62,142,90,24.507832,2,,,,,,,,,,
672,23353,3497.6,328,228,10.378635,3,,,,,,,,,,
673,23557,3496.5,32,26,109.265625,1,,,,,,,,,,
674,21703,3492.35,295,176,11.487993,3,,,,,,,,,,
675,22926,3491.9,197,141,16.950971,5,,,,,,,,,,
676,22688,3484.45,35,27,99.555714,1,,,,,,,,,,
677,22468,3476.74,154,84,22.430581,2,,,,,,,,,,
678,21745,3471.98,215,116,15.85379,5,,,,,,,,,,
679,22890,3466.64,166,98,18.943388,5,,,,,,,,,,
680,23232,3457.5,239,188,14.054878,3,,,,,,,,,,
681,21974,3457.15,362,178,9.420027,3,,,,,,,,,,
682,22065,3448.81,243,133,13.014377,5,,,,,,,,,,
683,23388,3448.69,154,116,21.966178,2,,,,,,,,,,
684,21588,3447.6,133,99,24.802878,2,,,,,,,,,,
685,21385,3445.85,318,154,10.410423,3,,,,,,,,,,
686,84508A,3445.5,38,18,90.671053,1,,,,,,,,,,
687,21238,3445.22,388,163,8.61305,3,,,,,,,,,,
688,22435,3441.75,268,154,12.470109,5,,,,,,,,,,
689,37370,3436.65,163,74,19.750862,2,,,,,,,,,,
690,23426,3432.87,207,127,16.269526,5,,,,,,,,,,
691,22669,3431.5,235,144,14.602128,5,,,,,,,,,,
692,21497,3430,230,177,14.784483,3,,,,,,,,,,
693,23350,3426.33,306,206,10.842816,3,,,,,,,,,,
694,22300,3411.76,198,101,16.642732,5,,,,,,,,,,
695,21527,3410.17,148,103,19.711965,2,,,,,,,,,,
696,23210,3398.02,193,116,16.10436,5,,,,,,,,,,
697,22311,3397.86,143,63,22.502384,2,,,,,,,,,,
698,22029,3392.61,528,235,6.389096,3,,,,,,,,,,
699,23014,3391.93,210,123,15.70338,5,,,,,,,,,,
700,23156,3387.93,206,118,15.831449,5,,,,,,,,,,
701,23354,3382.09,323,236,10.095791,3,,,,,,,,,,
702,23536,3380.1,86,69,39.303488,2,,,,,,,,,,
703,47567B,3378.91,134,82,23.143219,2,,,,,,,,,,
704,79000,3371.69,129,70,25.161866,2,,,,,,,,,,
705,23085,3357.9,79,65,36.498913,2,,,,,,,,,,
706,22563,3356.93,282,172,11.496336,3,,,,,,,,,,
707,21993,3348.34,426,152,7.732887,3,,,,,,,,,,
708,82580,3347.31,632,211,5.222012,3,,,,,,,,,,
709,21429,3324.85,291,148,10.865523,5,,,,,,,,,,
710,22432,3323.32,279,159,11.579512,5,,,,,,,,,,
711,22653,3321.95,251,75,12.976367,5,,,,,,,,,,
712,84032A,3308.28,314,80,10.403396,5,,,,,,,,,,
713,22079,3298.89,324,191,9.876916,3,,,,,,,,,,
714,22855,3289.23,239,153,13.648257,5,,,,,,,,,,
715,23239,3283.69,179,126,16.839436,5,,,,,,,,,,
716,23308,3279.21,382,210,8.322868,3,,,,,,,,,,
717,22460,3266,212,120,14.913242,5,,,,,,,,,,
718,22567,3249.6,224,136,13.653782,5,,,,,,,,,,
719,22244,3248.91,161,68,18.999474,5,,,,,,,,,,
720,22187,3230.98,193,125,16.400914,5,,,,,,,,,,
721,21463,3230.05,135,78,22.430903,2,,,,,,,,,,
722,23395,3227.58,212,142,14.281327,5,,,,,,,,,,
723,22962,3221.94,343,182,8.803115,3,,,,,,,,,,
724,22746,3219.74,329,180,9.611164,3,,,,,,,,,,
725,20973,3213.52,359,193,8.569387,3,,,,,,,,,,
726,23035,3213.04,193,111,16.227475,5,,,,,,,,,,
727,22967,3212.41,139,123,22.464406,2,,,,,,,,,,
728,23230,3196.92,236,179,13.376234,3,,,,,,,,,,
729,22491,3183.63,220,163,14.276368,5,,,,,,,,,,
730,22430,3166.19,200,132,14.934858,5,,,,,,,,,,
731,21868,3162.84,309,154,9.822484,3,,,,,,,,,,
732,22687,3151.72,56,31,56.280714,2,,,,,,,,,,
733,23323,3148.88,295,211,10.19055,3,,,,,,,,,,
734,23342,3138.43,164,106,18.906205,5,,,,,,,,,,
735,23393,3128.46,230,166,12.927521,5,,,,,,,,,,
736,22848,3126.87,132,69,22.334786,2,,,,,,,,,,
737,23010,3126.87,112,74,27.428684,2,,,,,,,,,,
738,21561,3122.28,215,117,14.388387,5,,,,,,,,,,
739,22465,3110.94,199,121,14.88488,5,,,,,,,,,,
740,23346,3109.84,185,107,16.45418,5,,,,,,,,,,
741,22849,3096.9,130,80,22.279856,2,,,,,,,,,,
742,21381,3095.75,225,89,13.34375,5,,,,,,,,,,
743,20754,3088.86,306,154,9.964065,5,,,,,,,,,,
744,21240,3082.47,326,151,9.228952,3,,,,,,,,,,
745,20828,3079.88,241,117,12.31952,5,,,,,,,,,,
746,22180,3077.53,158,94,18.103118,5,,,,,,,,,,
747,23461,3066.11,95,76,28.389907,2,,,,,,,,,,
748,22606,3063.92,147,113,19.515414,5,,,,,,,,,,
749,23329,3051.39,234,169,11.646527,5,,,,,,,,,,
750,21135,3048.5,181,123,16.12963,5,,,,,,,,,,
751,22604,3044.76,125,78,23.242443,2,,,,,,,,,,
752,23390,3038.04,164,118,17.766316,5,,,,,,,,,,
753,23053,3028.56,165,106,18.244337,5,,,,,,,,,,
754,23051,3021.07,163,96,18.421159,5,,,,,,,,,,
755,22972,3016.49,230,140,12.516556,5,,,,,,,,,,
756,22592,3013.62,136,81,21.997226,2,,,,,,,,,,
757,85184C,3009.22,195,117,15.121709,5,,,,,,,,,,
758,23231,3008.34,260,191,11.570538,3,,,,,,,,,,
759,21115,2995.02,162,105,18.042289,5,,,,,,,,,,
760,21714,2993.15,226,107,12.846137,5,,,,,,,,,,
761,22644,2986.97,278,148,10.554664,5,,,,,,,,,,
762,21201,2985.27,103,45,28.162925,2,,,,,,,,,,
763,23242,2980.95,215,133,13.190044,5,,,,,,,,,,
764,16161P,2980.42,249,189,11.92168,3,,,,,,,,,,
765,22331,2971.84,184,104,16.064,5,,,,,,,,,,
766,22906,2957.77,252,151,11.161396,5,,,,,,,,,,
767,21411,2956.53,242,148,11.969757,5,,,,,,,,,,
768,22894,2951.78,122,83,23.998211,2,,,,,,,,,,
769,21810,2949.04,254,130,10.882066,5,,,,,,,,,,
770,22078,2948.41,194,106,14.524187,5,,,,,,,,,,
771,21918,2943.95,372,194,7.788228,3,,,,,,,,,,
772,22360,2925.57,218,104,12.139295,5,,,,,,,,,,
773,22778,2923.7,146,82,17.402976,5,,,,,,,,,,
774,84568,2923.13,147,19,19.750878,2,,,,,,,,,,
775,22892,2913.91,201,119,13.36656,5,,,,,,,,,,
776,22810,2905.58,168,107,16.79526,5,,,,,,,,,,
777,23211,2903.07,161,83,17.594364,5,,,,,,,,,,
778,47559b,2893.8,317,153,8.959133,5,,,,,,,,,,
779,23290,2886.6,215,126,13.302304,5,,,,,,,,,,
780,21112,2885.13,82,38,35.184512,2,,,,,,,,,,
781,21313,2882.9,215,98,12.756195,5,,,,,,,,,,
782,23345,2882.5,175,102,15.925414,5,,,,,,,,,,
783,22774,2881.94,141,58,19.739315,5,,,,,,,,,,
784,23111,2877.12,139,81,18.562065,5,,,,,,,,,,
785,21976,2871,394,183,7.036765,3,,,,,,,,,,
786,85174,2868.6,158,57,17.491463,5,,,,,,,,,,
787,21990,2865.45,367,129,7.620878,5,,,,,,,,,,
788,23504,2857.64,208,165,12.930498,5,,,,,,,,,,
789,22354,2857.59,84,45,34.018929,2,,,,,,,,,,
790,22165,2855.38,147,28,19.293108,5,,,,,,,,,,
791,22965,2835.01,237,173,11.618893,5,,,,,,,,,,
792,23196,2829.19,300,171,9.067917,3,,,,,,,,,,
793,84968C,2817.11,105,38,26.576509,2,,,,,,,,,,
794,22426,2813.96,212,105,12.967558,5,,,,,,,,,,
795,21563,2803.13,159,96,17.629748,5,,,,,,,,,,
796,21625,2799.01,169,98,16.086264,5,,,,,,,,,,
797,23212,2790.89,187,105,14.095404,5,,,,,,,,,,
798,22843,2787.67,129,93,20.347956,2,,,,,,,,,,
799,22945,2775.17,174,119,15.082446,5,,,,,,,,,,
800,22777,2766.59,62,38,42.562923,2,,,,,,,,,,
801,35004B,2763.17,112,33,22.836116,2,,,,,,,,,,
802,22072,2759.92,164,92,15.248177,5,,,,,,,,,,
803,23190,2758.6,203,147,13.456585,5,,,,,,,,,,
804,22224,2755.21,165,90,16.40006,5,,,,,,,,,,
805,22773,2754.4,191,83,14.053061,5,,,,,,,,,,
806,22380,2746.16,287,115,9.24633,5,,,,,,,,,,
807,22476,2743.71,127,62,21.435234,2,,,,,,,,,,
808,23266,2742.57,320,202,7.995831,3,,,,,,,,,,
809,23100,2741.88,258,181,10.269213,3,,,,,,,,,,
810,21985,2737.63,427,263,6.307903,3,,,,,,,,,,
811,21499,2737.34,218,176,12.442455,5,,,,,,,,,,
812,22196,2735.13,473,148,5.593313,3,,,,,,,,,,
813,23147,2733.35,262,171,10.049081,5,,,,,,,,,,
814,23396,2731.13,197,135,13.067608,5,,,,,,,,,,
815,23065,2727.27,101,82,26.737941,2,,,,,,,,,,
816,23164,2713.7,93,71,29.17957,2,,,,,,,,,,
817,47599B,2713.12,119,71,22.609333,2,,,,,,,,,,
818,22974,2711.54,205,127,12.553426,5,,,,,,,,,,
819,23489,2709.23,159,126,16.419576,5,,,,,,,,,,
820,23333,2706.7,234,180,10.8268,5,,,,,,,,,,
821,84832,2703.35,270,138,9.866241,5,,,,,,,,,,
822,21109,2696.91,113,55,22.855169,2,,,,,,,,,,
823,23264,2693.31,300,178,8.469528,3,,,,,,,,,,
824,21239,2691.19,308,142,8.598051,5,,,,,,,,,,
825,22963,2687.98,308,166,8.347764,3,,,,,,,,,,
826,22760,2687.31,81,51,31.247791,2,,,,,,,,,,
827,22702,2684.65,49,36,54.788776,2,,,,,,,,,,
828,23292,2678.33,223,114,11.644913,5,,,,,,,,,,
829,22925,2674.7,186,126,13.930729,5,,,,,,,,,,
830,72807C,2669.8,166,85,15.256,5,,,,,,,,,,
831,21811,2668.68,249,120,10.224828,5,,,,,,,,,,
832,22433,2661.65,228,122,11.472629,5,,,,,,,,,,
833,22045,2652.34,209,149,12.511038,5,,,,,,,,,,
834,22930,2647.75,190,121,13.718912,5,,,,,,,,,,
835,35961,2640.01,245,118,10.517968,5,,,,,,,,,,
836,22241,2637.12,240,126,10.676599,5,,,,,,,,,,
837,22329,2635.49,239,105,10.845638,5,,,,,,,,,,
838,22792,2633.13,208,101,12.538714,5,,,,,,,,,,
839,22737,2629.8,260,149,9.776208,5,,,,,,,,,,
840,23009,2627.37,103,49,25.508447,2,,,,,,,,,,
841,22236,2627.37,89,67,26.539091,2,,,,,,,,,,
842,22582,2618.75,103,74,24.940476,2,,,,,,,,,,
843,23486,2617.38,75,65,32.71725,2,,,,,,,,,,
844,21012,2611.95,200,67,12.866749,5,,,,,,,,,,
845,22902,2599.68,137,72,18.569143,5,,,,,,,,,,
846,22564,2599.35,187,121,13.468135,5,,,,,,,,,,
847,22175,2594.23,172,86,14.824171,5,,,,,,,,,,
848,21500,2593,213,162,12.173709,5,,,,,,,,,,
849,22794,2592.99,183,115,13.940806,5,,,,,,,,,,
850,72351A,2590.42,165,79,15.148655,5,,,,,,,,,,
851,23341,2583.85,121,76,21.179098,2,,,,,,,,,,
852,84596B,2581.37,528,190,4.727784,3,,,,,,,,,,
853,22610,2578.24,216,124,11.826789,5,,,,,,,,,,
854,22805,2577.28,196,78,12.8864,5,,,,,,,,,,
855,22700,2576.78,54,42,44.427241,2,,,,,,,,,,
856,22278,2576.26,179,60,13.85086,5,,,,,,,,,,
857,22361,2563.23,271,93,9.187204,5,,,,,,,,,,
858,22130,2560.1,112,81,22.069828,2,,,,,,,,,,
859,23253,2557.44,71,45,35.52,2,,,,,,,,,,
860,23407,2556.75,134,104,18.393885,5,,,,,,,,,,
861,22822,2541.96,159,122,15.788571,5,,,,,,,,,,
862,21078,2540.39,314,149,7.963605,5,,,,,,,,,,
863,22927,2536.52,152,95,16.053924,5,,,,,,,,,,
864,22937,2535.19,161,123,15.090417,5,,,,,,,,,,
865,22358,2533.52,256,88,9.669924,5,,,,,,,,,,
866,23681,2526.69,132,106,18.855896,5,,,,,,,,,,
867,20829,2519.79,195,91,12.23199,5,,,,,,,,,,
868,22660,2519.12,102,57,24.697255,2,,,,,,,,,,
869,22691,2518.41,121,66,20.474878,2,,,,,,,,,,
870,21556,2512.97,117,39,21.296356,2,,,,,,,,,,
871,22670,2511.75,302,142,8.208333,5,,,,,,,,,,
872,21107,2501.56,97,49,24.767921,2,,,,,,,,,,
873,85178,2500.98,141,78,17.013469,5,,,,,,,,,,
874,22064,2498.6,243,88,9.393233,5,,,,,,,,,,
875,23146,2491.03,228,152,9.730586,5,,,,,,,,,,
876,23424,2486.07,136,88,18.146496,5,,,,,,,,,,
877,23367,2485.35,283,185,8.570172,3,,,,,,,,,,
878,22672,2484.82,220,126,11.092946,5,,,,,,,,,,
879,22075,2483.54,201,97,12.056019,5,,,,,,,,,,
880,23054,2473.74,131,82,18.740455,5,,,,,,,,,,
881,21903,2467.03,181,114,13.407772,5,,,,,,,,,,
882,21452,2465.96,186,111,12.3298,5,,,,,,,,,,
