StockCode,TOTAL_REVENUE,BASKETS,DISTINCT_CUSTOMERS,AVERAGE_PRICE,ITEM_POPULARITY
23110,3771.57,256,159,13.233579,1.6101
22578,3765.19,514,335,7.024608,1.5343
22942,3764.39,153,117,22.677048,1.3077
21244,3763.97,199,109,18.633515,1.8257
23299,3754.13,147,111,25.027533,1.3243
23049,3752.57,187,104,19.960479,1.7981
21746,3748.18,227,123,16.225887,1.8455
22809,3738.80,205,143,17.553052,1.4336
21110,3726.95,136,63,27.006884,2.1587
22195,3723.96,374,149,9.748586,2.5101
22956,3709.38,199,146,17.748230,1.3630
23182,3706.47,434,141,8.200155,3.0780
22854,3682.12,163,124,22.048623,1.3145
21890,3671.06,233,144,15.045328,1.6181
23127,3665.76,195,147,18.328800,1.3265
22738,3665.57,276,148,12.952544,1.8649
22212,3663.14,400,147,8.763493,2.7211
21531,3655.92,248,144,13.848182,1.7222
23013,3654.41,224,136,16.028114,1.6471
23191,3651.99,282,183,12.379627,1.5410
23092,3649.43,136,97,25.168483,1.4021
22378,3646.97,294,70,12.320845,4.2000
22842,3645.70,164,121,20.597175,1.3554
23497,3642.97,196,151,17.945665,1.2980
23091,3631.92,212,161,16.286637,1.3168
23294,3620.26,355,215,9.811003,1.6512
23542,3612.02,90,56,39.261087,1.6071
85053,3609.13,318,159,10.491657,2.0000
22053,3605.17,29,24,124.316207,1.2083
21658,3597.05,215,84,14.863843,2.5595
22493,3593.49,221,126,15.760921,1.7540
21260,3582.48,167,105,21.073412,1.5905
85132C,3577.44,216,97,16.261091,2.2268
21494,3576.33,314,80,11.106615,3.9250
22348,3574.79,359,145,9.820852,2.4759
22908,3571.28,376,213,9.180668,1.7653
22812,3569.30,191,99,17.936181,1.9293
22739,3568.52,319,169,10.912905,1.8876
23332,3567.46,288,208,11.812781,1.3846
20717,3536.98,413,151,8.421381,2.7351
21992,3529.12,437,161,7.773392,2.7143
22800,3526.99,204,110,16.795190,1.8545
21715,3507.17,231,117,15.117112,1.9744
23189,3504.62,142,90,24.507832,1.5778
23353,3497.60,328,228,10.378635,1.4386
23557,3496.50,32,26,109.265625,1.2308
21703,3492.35,295,176,11.487993,1.6761
22926,3491.90,197,141,16.950971,1.3972
22688,3484.45,35,27,99.555714,1.2963
22468,3476.74,154,84,22.430581,1.8333
21745,3471.98,215,116,15.853790,1.8534
22890,3466.64,166,98,18.943388,1.6939
23232,3457.50,239,188,14.054878,1.2713
21974,3457.15,362,178,9.420027,2.0337
22065,3448.81,243,133,13.014377,1.8271
23388,3448.69,154,116,21.966178,1.3276
21588,3447.60,133,99,24.802878,1.3434
21385,3445.85,318,154,10.410423,2.0649
84508A,3445.50,38,18,90.671053,2.1111
21238,3445.22,388,163,8.613050,2.3804
22435,3441.75,268,154,12.470109,1.7403
37370,3436.65,163,74,19.750862,2.2027
23426,3432.87,207,127,16.269526,1.6299
22669,3431.50,235,144,14.602128,1.6319
21497,3430.00,230,177,14.784483,1.2994
23350,3426.33,306,206,10.842816,1.4854
22300,3411.76,198,101,16.642732,1.9604
21527,3410.17,148,103,19.711965,1.4369
23210,3398.02,193,116,16.104360,1.6638
22311,3397.86,143,63,22.502384,2.2698
22029,3392.61,528,235,6.389096,2.2468
23014,3391.93,210,123,15.703380,1.7073
23156,3387.93,206,118,15.831449,1.7458
23354,3382.09,323,236,10.095791,1.3686
23536,3380.10,86,69,39.303488,1.2464
47567B,3378.91,134,82,23.143219,1.6341
79000,3371.69,129,70,25.161866,1.8429
23085,3357.90,79,65,36.498913,1.2154
22563,3356.93,282,172,11.496336,1.6395
21993,3348.34,426,152,7.732887,2.8026
82580,3347.31,632,211,5.222012,2.9953
21429,3324.85,291,148,10.865523,1.9662
22432,3323.32,279,159,11.579512,1.7547
22653,3321.95,251,75,12.976367,3.3467
84032A,3308.28,314,80,10.403396,3.9250
22079,3298.89,324,191,9.876916,1.6963
22855,3289.23,239,153,13.648257,1.5621
23239,3283.69,179,126,16.839436,1.4206
23308,3279.21,382,210,8.322868,1.8190
22460,3266.00,212,120,14.913242,1.7667
22567,3249.60,224,136,13.653782,1.6471
22244,3248.91,161,68,18.999474,2.3676
22187,3230.98,193,125,16.400914,1.5440
21463,3230.05,135,78,22.430903,1.7308
23395,3227.58,212,142,14.281327,1.4930
22962,3221.94,343,182,8.803115,1.8846
22746,3219.74,329,180,9.611164,1.8278
20973,3213.52,359,193,8.569387,1.8601
23035,3213.04,193,111,16.227475,1.7387
22967,3212.41,139,123,22.464406,1.1301
23230,3196.92,236,179,13.376234,1.3184
22491,3183.63,220,163,14.276368,1.3497
22430,3166.19,200,132,14.934858,1.5152
21868,3162.84,309,154,9.822484,2.0065
22687,3151.72,56,31,56.280714,1.8065
23323,3148.88,295,211,10.190550,1.3981
23342,3138.43,164,106,18.906205,1.5472
23393,3128.46,230,166,12.927521,1.3855
23010,3126.87,112,74,27.428684,1.5135
22848,3126.87,132,69,22.334786,1.9130
21561,3122.28,215,117,14.388387,1.8376
22465,3110.94,199,121,14.884880,1.6446
23346,3109.84,185,107,16.454180,1.7290
22849,3096.90,130,80,22.279856,1.6250
21381,3095.75,225,89,13.343750,2.5281
20754,3088.86,306,154,9.964065,1.9870
21240,3082.47,326,151,9.228952,2.1589
20828,3079.88,241,117,12.319520,2.0598
22180,3077.53,158,94,18.103118,1.6809
23461,3066.11,95,76,28.389907,1.2500
22606,3063.92,147,113,19.515414,1.3009
23329,3051.39,234,169,11.646527,1.3846
21135,3048.50,181,123,16.129630,1.4715
22604,3044.76,125,78,23.242443,1.6026
23390,3038.04,164,118,17.766316,1.3898
23053,3028.56,165,106,18.244337,1.5566
23051,3021.07,163,96,18.421159,1.6979
22972,3016.49,230,140,12.516556,1.6429
22592,3013.62,136,81,21.997226,1.6790
85184C,3009.22,195,117,15.121709,1.6667
23231,3008.34,260,191,11.570538,1.3613
21115,2995.02,162,105,18.042289,1.5429
21714,2993.15,226,107,12.846137,2.1121
22644,2986.97,278,148,10.554664,1.8784
21201,2985.27,103,45,28.162925,2.2889
23242,2980.95,215,133,13.190044,1.6165
16161P,2980.42,249,189,11.921680,1.3175
22331,2971.84,184,104,16.064000,1.7692
22906,2957.77,252,151,11.161396,1.6689
21411,2956.53,242,148,11.969757,1.6351
22894,2951.78,122,83,23.998211,1.4699
21810,2949.04,254,130,10.882066,1.9538
22078,2948.41,194,106,14.524187,1.8302
21918,2943.95,372,194,7.788228,1.9175
22360,2925.57,218,104,12.139295,2.0962
22778,2923.70,146,82,17.402976,1.7805
84568,2923.13,147,19,19.750878,7.7368
22892,2913.91,201,119,13.366560,1.6891
22810,2905.58,168,107,16.795260,1.5701
23211,2903.07,161,83,17.594364,1.9398
47559b,2893.80,317,153,8.959133,2.0719
23290,2886.60,215,126,13.302304,1.7063
21112,2885.13,82,38,35.184512,2.1579
21313,2882.90,215,98,12.756195,2.1939
23345,2882.50,175,102,15.925414,1.7157
22774,2881.94,141,58,19.739315,2.4310
23111,2877.12,139,81,18.562065,1.7160
21976,2871.00,394,183,7.036765,2.1530
85174,2868.60,158,57,17.491463,2.7719
21990,2865.45,367,129,7.620878,2.8450
23504,2857.64,208,165,12.930498,1.2606
22354,2857.59,84,45,34.018929,1.8667
22165,2855.38,147,28,19.293108,5.2500
22965,2835.01,237,173,11.618893,1.3699
23196,2829.19,300,171,9.067917,1.7544
84968C,2817.11,105,38,26.576509,2.7632
22426,2813.96,212,105,12.967558,2.0190
21563,2803.13,159,96,17.629748,1.6563
21625,2799.01,169,98,16.086264,1.7245
23212,2790.89,187,105,14.095404,1.7810
22843,2787.67,129,93,20.347956,1.3871
22945,2775.17,174,119,15.082446,1.4622
22777,2766.59,62,38,42.562923,1.6316
35004B,2763.17,112,33,22.836116,3.3939
22072,2759.92,164,92,15.248177,1.7826
23190,2758.60,203,147,13.456585,1.3810
22224,2755.21,165,90,16.400060,1.8333
22773,2754.40,191,83,14.053061,2.3012
22380,2746.16,287,115,9.246330,2.4957
22476,2743.71,127,62,21.435234,2.0484
23266,2742.57,320,202,7.995831,1.5842
23100,2741.88,258,181,10.269213,1.4254
21985,2737.63,427,263,6.307903,1.6236
21499,2737.34,218,176,12.442455,1.2386
22196,2735.13,473,148,5.593313,3.1959
23147,2733.35,262,171,10.049081,1.5322
23396,2731.13,197,135,13.067608,1.4593
23065,2727.27,101,82,26.737941,1.2317
23164,2713.70,93,71,29.179570,1.3099
47599B,2713.12,119,71,22.609333,1.6761
22974,2711.54,205,127,12.553426,1.6142
23489,2709.23,159,126,16.419576,1.2619
23333,2706.70,234,180,10.826800,1.3000
84832,2703.35,270,138,9.866241,1.9565
21109,2696.91,113,55,22.855169,2.0545
23264,2693.31,300,178,8.469528,1.6854
21239,2691.19,308,142,8.598051,2.1690
22963,2687.98,308,166,8.347764,1.8554
22760,2687.31,81,51,31.247791,1.5882
22702,2684.65,49,36,54.788776,1.3611
23292,2678.33,223,114,11.644913,1.9561
22925,2674.70,186,126,13.930729,1.4762
72807C,2669.80,166,85,15.256000,1.9529
21811,2668.68,249,120,10.224828,2.0750
22433,2661.65,228,122,11.472629,1.8689
22045,2652.34,209,149,12.511038,1.4027
22930,2647.75,190,121,13.718912,1.5702
35961,2640.01,245,118,10.517968,2.0763
22241,2637.12,240,126,10.676599,1.9048
22329,2635.49,239,105,10.845638,2.2762
22792,2633.13,208,101,12.538714,2.0594
22737,2629.80,260,149,9.776208,1.7450
23009,2627.37,103,49,25.508447,2.1020
22236,2627.37,89,67,26.539091,1.3284
22582,2618.75,103,74,24.940476,1.3919
23486,2617.38,75,65,32.717250,1.1538
21012,2611.95,200,67,12.866749,2.9851
22902,2599.68,137,72,18.569143,1.9028
22564,2599.35,187,121,13.468135,1.5455
22175,2594.23,172,86,14.824171,2.0000
21500,2593.00,213,162,12.173709,1.3148
22794,2592.99,183,115,13.940806,1.5913
72351A,2590.42,165,79,15.148655,2.0886
23341,2583.85,121,76,21.179098,1.5921
84596B,2581.37,528,190,4.727784,2.7789
22610,2578.24,216,124,11.826789,1.7419
22805,2577.28,196,78,12.886400,2.5128
22700,2576.78,54,42,44.427241,1.2857
22278,2576.26,179,60,13.850860,2.9833
22361,2563.23,271,93,9.187204,2.9140
22130,2560.10,112,81,22.069828,1.3827
23253,2557.44,71,45,35.520000,1.5778
23407,2556.75,134,104,18.393885,1.2885
22822,2541.96,159,122,15.788571,1.3033
21078,2540.39,314,149,7.963605,2.1074
22927,2536.52,152,95,16.053924,1.6000
22937,2535.19,161,123,15.090417,1.3089
22358,2533.52,256,88,9.669924,2.9091
23681,2526.69,132,106,18.855896,1.2453
20829,2519.79,195,91,12.231990,2.1429
22660,2519.12,102,57,24.697255,1.7895
22691,2518.41,121,66,20.474878,1.8333
21556,2512.97,117,39,21.296356,3.0000
22670,2511.75,302,142,8.208333,2.1268
21107,2501.56,97,49,24.767921,1.9796
85178,2500.98,141,78,17.013469,1.8077
22064,2498.60,243,88,9.393233,2.7614
23146,2491.03,228,152,9.730586,1.5000
23424,2486.07,136,88,18.146496,1.5455
23367,2485.35,283,185,8.570172,1.5297
22672,2484.82,220,126,11.092946,1.7460
22075,2483.54,201,97,12.056019,2.0722
23054,2473.74,131,82,18.740455,1.5976
21903,2467.03,181,114,13.407772,1.5877
21452,2465.96,186,111,12.329800,1.6757
84968A,2460.76,102,33,23.435810,3.0909
22283,2450.91,156,83,15.512089,1.8795
21730,2449.88,132,81,17.375035,1.6296
23352,2447.95,213,152,11.333102,1.4013
85062,2442.70,160,98,14.894512,1.6327
23485,2437.56,84,71,25.391250,1.1831
22807,2428.18,195,75,12.201910,2.6000
22573,2427.25,221,128,10.884529,1.7266
22374,2423.27,227,109,10.445129,2.0826
21328,2418.68,346,136,6.851785,2.5441
22504,2417.58,69,33,33.577500,2.0909
22811,2416.34,109,39,21.966727,2.7949
22437,2410.44,228,141,10.434805,1.6170
23265,2404.79,294,181,7.538527,1.6243
22743,2402.64,207,117,11.386919,1.7692
22782,2400.75,74,65,32.442568,1.1385
21875,2394.38,149,86,15.547922,1.7326
84969,2381.02,213,49,11.126262,4.3469
22440,2380.92,155,101,14.606871,1.5347
20978,2380.05,264,134,8.815000,1.9701
23498,2378.48,99,78,22.438491,1.2692
20983,2376.51,269,186,8.280523,1.4462
23028,2375.48,139,89,16.611748,1.5618
22990,2374.88,165,118,13.267486,1.3983
23437,2371.13,132,109,17.963106,1.2110
22215,2367.37,102,73,22.984175,1.3973
23400,2364.73,110,77,21.303874,1.4286
22851,2364.39,351,199,6.513471,1.7638
23316,2362.06,111,76,21.089821,1.4605
23427,2357.64,116,88,19.812101,1.3182
23406,2355.82,114,66,20.308793,1.7273
22548,2351.44,211,150,10.886296,1.4067
23436,2348.64,115,92,20.246897,1.2500
21495,2345.50,166,102,14.129518,1.6275
16156S,2331.00,168,136,13.875000,1.2353
22939,2318.10,126,78,17.831538,1.6154
23412,2316.60,80,65,28.600000,1.2308
22425,2315.52,168,111,13.620706,1.5135
23371,2313.53,185,99,12.049635,1.8687
22483,2311.79,170,92,13.286149,1.8478
21700,2304.34,202,59,11.295784,3.4237
21982,2303.75,360,183,6.192876,1.9672
37500,2302.55,114,54,19.849569,2.1111
84950,2298.73,121,68,18.243889,1.7794
84032B,2296.94,256,109,8.766947,2.3486
23401,2296.60,84,60,26.704651,1.4000
23360,2296.15,114,95,19.295378,1.2000
22441,2295.01,220,131,10.065833,1.6794
22736,2293.80,224,131,9.887069,1.7099
23330,2291.97,217,159,9.879181,1.3648
22185,2291.44,162,112,13.803855,1.4464
23197,2287.55,250,117,8.832239,2.1368
21896,2269.34,112,81,19.396068,1.3827
85049G,2266.86,310,163,6.911159,1.9018
23029,2257.72,158,98,13.683152,1.6122
22933,2248.12,123,83,17.984960,1.4819
23048,2248.02,100,82,20.252432,1.2195
22030,2247.97,275,180,8.086223,1.5278
84796B,2244.64,126,17,17.814603,7.4118
21813,2243.30,113,39,19.506957,2.8974
23326,2237.71,76,53,29.061169,1.4340
20977,2237.39,188,112,11.532938,1.6786
23093,2236.75,143,106,15.320205,1.3491
21989,2235.65,335,131,6.536988,2.5573
22914,2228.49,155,107,13.928063,1.4486
23438,2227.42,109,89,20.066847,1.2247
23128,2224.04,140,113,15.444722,1.2389
85175,2223.66,150,86,14.439351,1.7442
23501,2220.37,112,78,19.141121,1.4359
22601,2218.98,202,122,10.668173,1.6557
22478,2218.12,140,60,15.731348,2.3333
21471,2213.09,164,79,13.173155,2.0759
10135,2206.14,176,93,12.256333,1.8925
21900,2197.82,374,168,5.783737,2.2262
23403,2196.61,135,81,15.802950,1.6667
22983,2192.84,444,224,4.905682,1.9821
46000S,2192.40,194,129,11.185714,1.5039
21794,2187.81,108,80,20.071651,1.3500
85038,2179.66,142,71,14.628591,2.0000
21592,2164.46,216,157,9.369957,1.3758
22732,2162.75,188,103,11.382895,1.8252
21878,2162.00,225,122,9.359307,1.8443
23445,2161.24,102,82,20.781154,1.2439
21249,2160.00,119,69,18.151261,1.7246
23370,2156.60,152,87,13.563522,1.7471
22377,2153.08,208,84,10.301818,2.4762
23252,2152.86,139,105,14.546351,1.3238
11001,2152.39,114,46,17.936583,2.4783
72349B,2149.40,196,52,10.747000,3.7692
23031,2149.00,156,94,12.945783,1.6596
22704,2147.76,175,130,12.134237,1.3462
23005,2147.13,244,106,8.554303,2.3019
37448,2147.03,188,79,10.422476,2.3797
82581,2144.73,406,173,5.218321,2.3468
23302,2140.38,231,141,8.881245,1.6383
40016,2136.34,100,55,21.363400,1.8182
23161,2130.30,99,59,21.518182,1.6780
23213,2124.67,153,96,13.532930,1.5938
72802C,2120.92,112,65,17.973898,1.7231
22121,2119.82,139,95,15.034184,1.4632
22829,2118.55,112,81,18.422174,1.3827
23079,2118.05,107,84,18.259052,1.2738
21718,2113.39,230,107,9.109440,2.1495
22571,2111.26,255,153,7.937068,1.6667
22973,2109.61,145,82,13.970927,1.7683
23046,2108.19,36,32,58.560833,1.1250
20751,2106.62,200,128,9.321327,1.5625
22357,2098.54,185,71,10.929896,2.6056
21506,2095.97,324,172,6.409694,1.8837
22733,2095.08,197,120,10.423284,1.6417
23233,2095.00,159,130,13.093750,1.2231
84356,2094.24,82,33,25.539512,2.4848
21609,2089.64,78,60,26.120500,1.3000
22996,2089.05,409,156,4.950355,2.6218
21042,2088.13,132,73,14.915214,1.8082
21980,2083.48,298,194,6.876172,1.5361
23066,2083.08,87,70,23.943448,1.2429
22107,2081.81,180,47,11.073457,3.8298
22747,2074.55,228,124,8.903648,1.8387
22831,2070.90,121,92,16.836585,1.3152
22955,2070.15,135,92,14.786786,1.4674
23152,2069.40,161,109,12.466265,1.4771
22744,2067.94,173,124,11.617640,1.3952
22574,2063.90,223,133,9.132301,1.6767
23227,2062.56,118,62,17.332437,1.9032
22498,2061.67,150,69,13.653444,2.1739
22059,2058.48,174,86,10.721250,2.0233
22128,2050.12,78,63,25.626500,1.2381
22055,2048.74,221,104,8.755299,2.1250
23291,2047.78,196,105,10.238900,1.8667
23500,2044.58,98,77,19.108224,1.2727
23490,2044.02,102,84,19.844854,1.2143
47504K,2039.97,216,142,9.230633,1.5211
22863,2038.28,112,78,17.724174,1.4359
23251,2034.50,121,81,16.146825,1.4938
37450,2030.19,135,48,13.444967,2.8125
22167,2029.34,158,42,12.526790,3.7619
22156,2026.62,257,107,7.342826,2.4019
20674,2024.98,206,102,9.688900,2.0196
22070,2021.61,117,65,16.435854,1.8000
22115,2020.91,228,153,8.786565,1.4902
23529,2011.99,37,27,54.378108,1.3704
22080,2011.73,158,117,12.341902,1.3504
23274,2005.00,120,86,15.912698,1.3953
23268,2002.19,96,69,20.641134,1.3913
21864,2001.79,185,66,10.647819,2.8030
23289,1998.70,192,112,10.197449,1.7143
22891,1997.68,169,71,10.514105,2.3803
22602,1991.57,274,143,7.037350,1.9161
23357,1984.73,102,80,18.902190,1.2750
84596F,1984.64,448,167,4.277241,2.6826
22593,1983.66,199,108,9.771724,1.8426
22477,1979.15,128,65,15.342248,1.9692
23068,1976.89,136,107,14.222230,1.2710
22763,1975.74,109,77,17.640536,1.4156
23145,1969.03,170,129,11.447849,1.3178
22931,1968.40,129,96,14.912121,1.3438
20992,1965.81,277,163,6.686429,1.6994
21916,1963.83,360,157,5.351035,2.2930
22859,1960.17,159,113,11.737545,1.4071
51014A,1957.58,240,107,8.022869,2.2430
15039,1957.39,146,59,13.136846,2.4746
22897,1955.10,212,136,8.968349,1.5588
23374,1949.71,132,109,14.550075,1.2110
84880,1941.92,78,52,23.681951,1.5000
22639,1937.71,148,102,12.748092,1.4510
22412,1933.95,149,74,12.640196,2.0135
21591,1933.64,148,116,12.085250,1.2759
84031A,1932.15,166,36,11.500893,4.6111
22101,1926.81,70,22,27.525857,3.1818
21192,1924.94,90,33,20.478085,2.7273
23235,1917.23,106,90,16.671565,1.1778
20963,1913.67,229,84,8.213176,2.7262
22291,1911.82,121,73,14.936094,1.6575
22579,1907.29,343,228,5.372648,1.5044
23315,1906.71,87,64,21.916207,1.3594
22594,1904.92,197,94,9.620808,2.0957
22183,1903.76,130,17,14.532519,7.6471
37446,1897.39,184,95,9.210631,1.9368
22199,1893.84,168,72,11.140235,2.3333
85061W,1891.50,164,78,10.626404,2.1026
22959,1888.42,146,134,12.759595,1.0896
23358,1886.19,90,62,20.502065,1.4516
22312,1885.59,132,63,13.565396,2.0952
23434,1884.17,200,130,9.327574,1.5385
20982,1881.52,257,159,7.073383,1.6164
72807A,1877.89,117,54,15.267398,2.1667
23491,1876.23,79,65,23.452875,1.2154
21622,1875.36,107,79,16.450526,1.3544
23359,1872.31,79,74,23.403875,1.0676
22534,1870.28,262,174,7.004794,1.5057
22935,1868.82,66,47,28.315455,1.4043
70006,1865.63,120,73,15.167724,1.6438
22186,1865.33,150,113,12.112532,1.3274
23090,1863.39,151,97,12.021871,1.5567
21988,1862.75,193,102,9.552564,1.8922
23394,1860.90,150,91,12.005806,1.6484
72807B,1851.12,118,57,15.173115,2.0702
22858,1849.23,137,104,13.022746,1.3173
23525,1845.07,54,39,33.546727,1.3846
21068,1844.67,199,82,9.132030,2.4268
21557,1843.61,162,27,11.310491,6.0000
21534,1843.27,156,95,10.842765,1.6421
22414,1842.81,99,38,18.428100,2.6053
23378,1842.42,176,128,9.800106,1.3750
16169E,1839.96,151,144,12.025882,1.0486
23075,1839.95,81,62,20.673596,1.3065
22928,1839.86,116,63,15.461008,1.8413
22651,1837.47,170,74,10.808647,2.2973
22712,1831.86,314,142,5.724563,2.2113
21870,1828.96,165,98,10.695673,1.6837
15060B,1828.67,137,69,13.347956,1.9855
22452,1828.16,146,54,12.269530,2.7037
22364,1827.72,169,70,9.826452,2.4143
22788,1827.06,61,36,28.547813,1.6944
21564,1823.57,124,64,14.472778,1.9375
21034,1822.10,872,481,1.884281,1.8129
22027,1821.87,363,181,4.937317,2.0055
22223,1821.25,78,35,23.053797,2.2286
15044D,1817.21,85,55,20.887471,1.5455
22944,1813.49,113,52,15.499915,2.1731
23228,1810.24,126,59,14.253858,2.1356
23148,1809.67,248,144,6.854811,1.7222
21713,1804.29,158,104,10.804132,1.5192
23160,1801.98,77,51,22.809873,1.5098
22198,1801.56,89,45,17.490874,1.9778
22200,1794.48,141,52,12.637183,2.7115
21245,1792.27,128,73,13.681450,1.7534
85035C,1787.88,132,87,12.862446,1.5172
21114,1787.34,139,106,12.412083,1.3113
23155,1785.02,137,85,11.743553,1.6118
21735,1784.22,85,62,18.394021,1.3710
22562,1773.37,211,150,8.172212,1.4067
84510A,1765.80,280,101,6.152613,2.7723
23096,1759.79,146,90,11.890473,1.6222
21832,1758.75,199,84,8.537621,2.3690
22536,1757.39,157,110,10.848086,1.4273
22314,1756.17,134,60,12.818759,2.2333
22710,1753.42,105,80,16.541698,1.3125
21584,1753.25,147,119,10.957813,1.2353
23399,1752.35,225,147,7.301458,1.5306
15058B,1746.21,99,33,17.462100,3.0000
23101,1744.61,213,176,7.966256,1.2102
22119,1743.06,107,83,15.290000,1.2892
22428,1741.33,117,76,14.757034,1.5395
23020,1738.26,78,68,20.942892,1.1471
22932,1738.08,73,53,23.487568,1.3774
21873,1737.98,117,63,14.129919,1.8571
22588,1737.44,177,112,9.546374,1.5804
22852,1736.63,126,84,13.674252,1.5000
21899,1733.27,281,150,5.976793,1.8733
23372,1732.79,148,77,11.251883,1.9221
85034C,1732.00,159,110,9.954023,1.4455
21329,1728.64,287,121,5.940344,2.3719
20981,1726.12,250,158,6.742656,1.5823
23122,1725.26,134,91,12.323286,1.4725
85015,1719.84,143,104,11.860966,1.3750
35004C,1717.50,42,29,35.051020,1.4483
23244,1717.03,113,88,14.675470,1.2841
22037,1715.48,354,174,4.778496,2.0345
22816,1706.88,266,159,6.298450,1.6730
22227,1706.77,290,84,5.632904,3.4524
23214,1705.44,103,80,15.646239,1.2875
22986,1701.60,156,125,10.907692,1.2480
22934,1698.62,79,66,21.501519,1.1970
21917,1698.57,226,133,7.385087,1.6992
22544,1698.12,176,103,9.434000,1.7087
37340,1694.69,137,60,12.192014,2.2833
21544,1690.23,174,81,9.603580,2.1481
21586,1688.70,70,57,23.784507,1.2281
85040A,1687.85,186,89,8.439250,2.0899
20961,1686.68,229,83,7.270172,2.7590
21207,1686.50,132,75,12.585821,1.7600
22789,1686.27,139,102,11.710208,1.3627
51008,1683.65,24,17,70.152083,1.4118
22674,1681.47,188,107,8.712280,1.7570
21812,1680.48,101,37,16.158462,2.7297
23317,1677.74,82,57,20.213735,1.4386
47570B,1677.63,35,24,47.932286,1.4583
23368,1677.60,233,135,6.960996,1.7259
16161U,1677.00,135,105,12.422222,1.2857
22419,1674.36,273,95,5.937447,2.8737
22335,1672.79,225,89,7.118255,2.5281
23366,1670.55,195,116,8.394724,1.6810
22076,1669.53,225,97,7.354758,2.3196
23505,1660.04,115,94,13.606885,1.2234
21578,1660.01,132,69,12.388134,1.9130
22479,1658.57,98,49,16.924184,2.0000
21981,1652.63,272,144,5.966173,1.8889
21111,1652.27,94,47,17.211146,2.0000
23270,1650.67,128,97,12.227185,1.3196
21577,1649.15,176,95,9.317232,1.8526
21845,1645.45,83,64,18.081868,1.2969
22913,1644.09,113,79,14.421842,1.4304
22161,1642.60,341,119,4.525069,2.8655
23273,1642.45,113,89,14.038034,1.2697
85034B,1642.07,121,81,13.136560,1.4938
22332,1640.05,149,93,10.649675,1.6022
22375,1639.29,170,68,9.475665,2.5000
22853,1636.46,117,77,13.986838,1.5195
22154,1635.41,163,88,9.508198,1.8523
23391,1632.32,87,59,18.340674,1.4746
85132A,1631.49,120,39,13.372869,3.0769
84968F,1631.16,67,26,24.345672,2.5769
22445,1624.76,131,73,11.773623,1.7945
22975,1623.38,187,111,8.589312,1.6847
21706,1620.68,120,54,13.394050,2.2222
22284,1620.17,132,80,11.740362,1.6500
21056,1614.70,73,47,21.820270,1.5532
23217,1613.82,97,65,16.301212,1.4923
23280,1613.33,158,89,10.083313,1.7753
22671,1608.90,145,77,11.019863,1.8831
22292,1608.86,112,77,13.519832,1.4545
21206,1607.62,110,57,14.353750,1.9298
23181,1607.61,83,61,18.693140,1.3607
35953,1604.92,132,82,11.800882,1.6098
22473,1603.83,114,59,14.068684,1.9322
22305,1602.03,52,36,30.808269,1.4444
22095,1599.35,144,73,10.186943,1.9726
21394,1595.19,135,89,11.559348,1.5169
23348,1594.87,176,96,8.483351,1.8333
22948,1594.79,138,70,10.848912,1.9714
22799,1591.74,89,71,17.686000,1.2535
23483,1590.32,74,58,19.879000,1.2759
21967,1583.41,232,130,6.625146,1.7846
23369,1581.06,126,81,12.256279,1.5556
46000M,1581.00,144,93,10.903448,1.5484
15058A,1578.57,92,42,16.616526,2.1905
22475,1575.60,140,50,11.018182,2.8000
21509,1572.28,274,143,5.738248,1.9161
85206A,1572.23,116,100,13.212017,1.1600
23287,1570.24,199,116,7.697255,1.7155
22583,1567.85,112,74,13.633478,1.5135
21055,1567.38,106,64,14.512778,1.6563
22449,1567.20,145,66,10.661224,2.1970
22676,1567.14,208,62,7.357465,3.3548
22085,1566.99,97,63,15.989694,1.5397
22208,1564.86,281,149,5.340819,1.8859
21744,1563.55,128,67,11.845076,1.9104
84971S,1560.85,173,70,8.868466,2.4714
21913,1554.58,149,73,10.363867,2.0411
22832,1547.41,77,66,19.103827,1.1667
20665,1546.27,159,59,9.724969,2.6949
22434,1545.06,125,95,11.885077,1.3158
21626,1543.85,100,65,14.564623,1.5385
21898,1541.11,28,7,55.039643,4.0000
10133,1540.02,198,102,7.700100,1.9412
23226,1536.67,99,57,15.366700,1.7368
23524,1535.13,64,43,23.986406,1.4884
22176,1533.93,118,63,12.573197,1.8730
21200,1531.14,75,34,20.415200,2.2059
22762,1528.47,113,75,12.844286,1.5067
20985,1526.16,132,67,10.672448,1.9701
22675,1525.16,165,95,8.867209,1.7368
22494,1523.52,246,80,6.021818,3.0750
22600,1521.13,194,123,7.605650,1.5772
22318,1520.97,143,68,10.489448,2.1029
85049C,1520.65,225,163,6.554526,1.3804
22818,1520.16,245,152,6.105060,1.6118
22731,1518.74,144,86,10.474069,1.6744
84279P,1516.96,129,80,10.913381,1.6125
84884A,1515.68,105,53,14.435048,1.9811
22982,1515.02,213,121,7.046605,1.7603
20668,1512.92,215,112,6.814955,1.9196
84828,1511.36,183,83,7.996614,2.2048
21069,1508.71,88,36,16.951798,2.4444
22530,1507.64,234,144,6.308117,1.6250
22905,1505.24,110,51,13.439643,2.1569
23528,1504.49,50,31,30.089800,1.6129
22472,1501.40,109,59,13.405357,1.8475
22985,1500.44,99,78,15.155960,1.2692
23271,1499.38,104,70,14.012897,1.4857
23094,1498.50,80,66,18.500000,1.2121
23064,1498.50,25,21,44.073529,1.1905
84795b,1497.36,62,34,24.150968,1.8235
22285,1494.90,120,75,12.055645,1.6000
